Registrant Name,amount
"VITA INCLINATA TECHNOLOGIES, INC.",7900.0
FORESIGHT LAW + POLICY PLLC,7900.0
ONE CAMPAIGN,7900.0
"HARRISON RIVARD DUNCAN & BUZZETT, CHTD.",7950.0
BIPARTISAN POLICY CENTER ACTION,7950.0
CRESTVIEW STRATEGY US LLC,7950.0
"CAPITALEDGE STRATEGIES, LLC",7960.0
"PETSMART, INC.",8000.0
JINKOSOLAR (U.S.) INC.,8000.0
RICK MALDONADO & ASSOCIATES INC.,8000.0
FENNEMORE CRAIG,8000.0
BRYANT CHRISTIE INC.,8000.0
"UPSTREAM CONSULTING, INC.",8000.0
MR. EMERY SIMON,8000.0
SONNY CALLAHAN AND ASSOCIATES,8000.0
"OUTLOOK LAW, LLC",8000.0
"4C COMMUNICATIONS, INC.",8000.0
CALIFORNIA ASSOCIATION OF REALTORS,8000.0
"MWR STRATEGIES, INC.",8000.0
THE ASSOCIATION OF MORTGAGE INVESTORS,8000.0
RAY BILLUPS,8000.0
CEANNATE CORP,8035.0
HOSPITAL SISTERS HEALTH SYSTEM,8050.0
MR. LORENZ HART,8050.0
"SOLV ENERGY, LLC",8071.3
"LINCHPIN STRATEGIES, LLC",8080.0
STONINGTON GLOBAL,8100.0
BURSON COHN & WOLFE,8100.0
MARGARET MATHNA,8142.46
"DAN TATE, LLC",8150.0
"BERRY APPLEMAN & LEIDEN, LLP",8200.0
"EDUCATION FINANCE COUNCIL, INC.",8241.0
HODGKINS AND ASSOCIATES,8250.0
"TAX LEGISLATIVE SOLUTIONS, LLC",8250.0
UNIVERSITY OF PITTSBURGH MEDICAL CENTER,8250.0
"INSIGHT PUBLIC AFFAIRS, INC.",8250.0
WHITAKER STRATEGY GROUP,8297.0
AMERICAN FIREARMS ASSOCIATION,8300.0
TRUSTWAVE GOVERNMENT SOLUTIONS,8300.0
"LANTHEUS HOLDINGS, INC.",8325.0
THE GENERAL CONTRACTORS ASSOCIATION OF NEW YORK,8340.57
"JORDAN LAW FIRM, LLC",8350.0
MCNEES-WINTER GROUP LLC ( FORMERLY THE WINTER GROUP),8350.0
HOEKSTRA GLOBAL STRATEGIES,8380.0
"THE COLOR NINE GROUP, LLC",8389.76
"EPIRUS, INC.",8400.0
STINSON MORRISON HECKER LLP,8400.0
SAILDRONE INC.,8400.0
AMERICAN COUNCIL ON EDUCATION,8400.0
PAULEY MANAGEMENT INC.,8425.0
NATIONAL DISABILITY RIGHTS NETWORK,8497.0
JEFF MILLER GROUP,8500.0
POTOMAC CONSULTING LLC,8500.0
LOP STRATEGIES,8500.0
NORTHWESTERN CORPORATION DBA NORTHWESTERN ENERGY,8500.0
"CORY CROWLEY & COMPANY, LLC",8500.0
NOVELIS INC.,8500.0
DAVID WADE/GREENLIGHT STRATEGIES LLC,8500.0
"COLLADO ASSOCIATES, INC.",8500.0
"LANKFORD & REED, PLLC",8500.0
MR. EDWARD MERLIS,8500.0
MR. ROGER MOTT,8500.0
"JGB & ASSOCIATES, LLC",8500.0
"MAXAR TECHNOLOGIES HOLDINGS INC. F/K/A SSL MDA HOLDINGS, INC.",8500.0
"PARK STREET STRATEGIES, LLC",8500.0
PROVENTURE CONSULTANTS LLC,8500.0
HEARING INDUSTRIES ASSOCIATION,8500.0
SUNRISE RESEARCH CORPORATION,8500.0
HAHN LOESER & PARKS LLP,8501.0
NATIONAL FEDERATION OF THE BLIND,8508.25
"ADVANTAGE POLITICAL AFFAIRS, LLC",8550.0
NATIONAL ASSN OF INDEPENDENT COLLEGES & UNIVERSITIES,8644.54
MARIA FREESE,8650.0
ARDEIDAE GROUP LLC,8650.0
FINANCIAL ACCOUNTING FOUNDATION,8675.0
NATIONAL HEALTH POLICY GROUP,8690.0
GREYSTONE GROUP LLC,8700.0
VALUE PLACE LLC,8700.0
"TAYLOR ENGLISH DECISIONS, LLC",8700.0
FEDERATION OF AMERICAN SOCIETIES FOR EXPERIMENTAL BIOLOGY,8710.29
"CHAD BRADLEY& ASSOCIATES, L.L.C.",8750.0
ERIC MONDERO,8750.0
"WANETA STRATEGIES, LLC",8750.0
CHAMPLIN WASHINGTON STRATEGIES,8750.0
KIA CORPORATION (FORMERLY KNOWN AS KIA MOTORS CORPORATION),8750.0
MR. STUART CHAPMAN,8750.0
"PORTS AMERICA GROUP, INC.",8755.0
RELATIVITY SPACE,8775.0
OH STRATEGIC COMMUNICATIONS,8800.0
"CHATMAN, LLC",8839.0
MILVIAN BRIDGE GOVERNMENT AND PUBLIC AFFAIRS LLC,8850.0
SOCIETY OF CHEMICAL MANUFACTURERS & AFFILIATES,8867.0
AMERICANS UNITED FOR SEPARATION OF CHURCH AND STATE,8900.0
"INSIDE PITCH GOVERNMENT AFFAIRS, LLC",8900.0
"PALO ALTO NETWORKS, INC.",8993.1
"EASTERN SHIPBUILDING GROUP, INC.",9000.0
IEX GROUP,9000.0
"EMANUEL & ASSOCIATES, INC. (FKA ADAM EMANUEL)",9000.0
CONSUMER DATA INDUSTRY ASSOCIATION,9000.0
"CAPITOL-CONTEXT,LLC",9000.0
EMBLEMHEALTH SERVICES COMPANY LLC,9000.0
"ATHENAHEALTH, INC.",9000.0
WILLIS NORTH AMERICA INC.,9000.0
AMERICAN DIABETES ASSOCIATION,9100.0
"THE CLEARING HOUSE PAYMENTS COMPANY, LLC",9100.0
THE CAMPBELL CONSULTING GROUP,9100.0
MR. ROBERT ZIMMER,9135.0
AMFAR THE FOUNDATION FOR AIDS RESEARCH,9159.71
BILL RYAN,9200.0
THE ROGICH COMMUNICATIONS GROUP,9200.0
"CAPITOL IMPACT, LLC",9250.0
ROCK & ASSOCIATES,9250.0
EMMETT STRATEGIES LLC,9250.0
FIRST FOCUS CAMPAIGN FOR CHILDREN,9295.0
THE LANDE GROUP,9350.0
ANDREW WAHLQUIST,9350.0
J. MICHAEL HALL,9350.0
STEPHEN K REPLOGLE,9400.0
"INDIANA CHAMBER OF COMMERCE, INC.",9400.0
NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS,9408.0
AMERICAN HEART ASSOCIATION,9409.21
RAILS-TO-TRAILS CONSERVANCY,9429.9
MS. ANNA AURILIO,9473.2
"CLEARPATH ACTION FOR CONSERVATIVE CLEAN ENERGY, INC.",9484.96
"JB ADVOCACY, LLC",9500.0
MICHAEL E. KORENS,9500.0
"DALRYMPLE & ASSOCIATES, LLC",9500.0
NATIONAL GUARD ASSOCIATION OF THE UNITED STATES,9500.0
ELECTRONIC RETAILING ASSOCIATION,9500.0
"CYBER SECURITY RESEARCH CONSULTANTS, LLC",9500.0
"FOX POTOMAC RESOURCES, LLC",9500.0
OREGON FARM BUREAU FEDERATION,9500.0
"THE PRINCIPI GROUP, LLC",9500.0
DOUBLEDAY GOVERNMENT RELATIONS,9535.0
ACADIA PHARMACEUTICALS,9575.0
"JOHN T. DOOLITTLE, LLC",9590.0
"RWC, INC",9600.0
HACKENSACK MERIDIAN HEALTH,9600.0
ANTHONY GARRETT & ASSOCIATES,9600.0
CARDINAL INFRASTRUCTURE LLC,9616.67
OTT BIELITZKI & O'NEILL PLLC,9630.28
"ACTUM I, LLC",9667.0
"BIG FIRE LAW & POLICY GROUP, LLP",9700.0
EXELIXIS INC.,9750.0
TRELLIX (FORMERLY MUSARUBA US LLC),9750.0
THE CAPITOL GROUP,9750.0
AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,9850.0
NATIONAL HOSPICE AND PALLIATIVE CARE ORGANIZATION,9900.0
RICK NEAL,9904.8
"UNIFIED SOLUTIONS, LLC",9950.0
FRANK SALINGER,9950.0
OTTERSON LLC,9950.0
CORINNE YOUNG,9975.0
VANDERBILT UNIVERSITY MEDICAL CENTER,9975.66
BELVEDERE STRATEGIES,10000.0
O'BRIEN DC,10000.0
"AIR PRODUCTS AND CHEMICALS, INC.",10000.0
AVANIR PHARMACEUTICALS,10000.0
POYNER SPRUILL LLP,10000.0
GRUBHUB HOLDINGS INC.,10000.0
ASIS INTERNATIONAL,10000.0
"BYD MOTORS, LLC",10000.0
THE NATIONAL CAMPAIGN TO PREVENT TEEN AND UNPLANNED PREGNANCY,10000.54
MR. MIKE WASSENAAR,10018.0
AMITAY CONSULTING,10025.0
ACCENTURE FEDERAL SERVICES LLC,10030.25
"MERCURY SYSTEMS, INC.",10050.0
EYMAN ASSOCIATES PC,10072.0
"DYNAMIC CHANGE GROUP, LLC",10090.0
"LAWLER STRATEGIES, LLC",10100.0
"PELOTON INTERACTIVE, INC.",10125.0
"AUDENTES THERAPEUTICS, INC.",10137.5
"STRATEGIC SOLUTIONS CENTER, LLC",10145.0
"MLT CONSULTING, LLC",10150.0
SKIPPER GROUP,10177.54
"WAYNE STATE UNIVERSITY, DETROIT, MICHIGAN",10197.3
"PICKERING & ASSOCIATES, LLC",10200.0
ALVAREZ & ASSOCIATES,10200.0
HAMILTON CONSULTING,10250.0
"VISTA CONSULTING, INC.",10250.0
FREEDMAN CONSULTING,10300.0
WOODBERRY ASSOCIATES,10300.0
"IRAQ AND AFGHANISTAN VETERANS OF AMERICA, INC.",10317.17
BOB MOSS ASSOCIATES,10320.0
"SPILMAN THOMAS & BATTLE, PLLC",10350.0
THE SUSQUEHANNA GROUP,10375.0
TIMMONS CONSULTING,10400.0
TOM SKANCKE,10400.0
LAWRENCE JAMES GROUP PROFESSIONALS LLC,10403.0
UNIVERSITY OF PITTSBURGH,10472.69
"KEYS GROUP, LLC",10500.0
"ZARRELLI STRATEGIES, INC.",10500.0
"STRATAGEM, INC.",10500.0
"MADISON LAW & POLICY, P.C.",10500.0
"ARIALE STRATEGIES, L.L.C.",10500.0
"CAPCITY ADVOCATES, LLC",10530.0
"SARAH BLACKWOOD GOVERNMENT RELATIONS, LLC",10549.0
"WORKDAY, INC.",10600.0
"GIS ASSOCIATES, INC",10600.5
NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS (N.A.C.H.),10695.0
ALLIANCE ONE,10710.0
"BRIDGE PUBLIC AFFAIRS, LLC",10750.0
"COBANK, ACB",10750.0
AMERICAN HIGHWAY USERS ALLIANCE,10750.0
"CAPITOL STRATEGIES, LLC",10783.56
"BARNES, RICHARDSON & COLBURN, LLP",10800.0
CHILDREN'S HEALTH FUND,10805.0
"CG CONSULTING GROUP, INC.",10900.0
TIMOTHY A. GLASSCO CONSULTING LLC,10900.0
MR. JEROME CONNOLLY,10925.0
HEALY CONSULTING GROUP,10950.0
"O'HARA FEDERAL STRATEGIES, LLC",10950.0
ENGLER LLC,10950.0
"CANYON SNOW CONSULTING, LLC",10992.9
"ATLANTIC DIVING SUPPLY, INC.",11000.0
FLORIDA HOSPITAL ASSOCIATION,11000.0
TRIBUNE MEDIA COMPANY,11000.0
"THE CAPITOL INITIATIVES GROUP, LLC",11000.0
MR. JAMES DESMOND,11000.0
CALISTA CORPORATION,11050.0
AMERICAN SOCIETY OF APPRAISERS,11100.0
THE ALEKSANDER GROUP,11100.0
NATIONAL AIR CARRIER ASSOCIATION,11150.0
LORD CORPORATION,11150.0
"GREEN STRATEGIES, INC.",11200.0
BSA IMPACT,11200.0
"THE LAW OFFICES OF JOHN R. BRIMSEK, PC",11250.0
"THE JBH GROUP, LLC",11250.0
AMERICANS FOR TAX REFORM,11250.0
COLLECTIVE STRATEGIES & COMMUNICATIONS LLC (FORMERLY COLLECTIVE COMMUNICATIONS L,11250.0
ACUMENDC LLC,11300.0
"FOUR SEASONS VENTURES, LLC",11300.0
REGENXBIO,11300.0
PAULA TIMMONS,11350.0
MAGNA SERVICES OF AMERICA INC.,11392.130000000001
"TREMONT PUBLIC ADVISORS, LLC",11399.0
GOLDBUG STRATEGIES LLC,11400.0
"INTEGRATED STRATEGY GROUP, LLC",11400.0
MR. ROBERT K WEIDNER,11450.0
"BELL & LINDSAY, INC.",11450.0
LINDA ANN LINGLE,11461.0
GREEN CAPITOL LLC,11494.0
THE PRENDA GROUP LLC,11497.93
"NEW LANTERN, LLC",11500.0
HAWLEY LLC,11500.0
"DIRECT CHASSISLINK, INC.",11500.0
CAPITAL HEALTH SYSTEM,11500.0
"CLINE STRATEGIC CONSULTING, LLC",11500.0
"38 NORTH SOLUTIONS, LLC",11525.0
IMPACT MANAGEMENT GROUP,11550.0
KERRY O'BRIEN,11700.0
"THE ART HAMILTON GROUP, LLC",11750.0
CALIFORNIA CABLE & TELECOMMUNICATIONS ASSN.,11750.0
"LAWRENCE J. ROMANS & ASSOCIATES, LLC",11800.0
ALLIANCE FOR REGENERATIVE MEDICINE,11800.0
HYUNDAI MOTOR COMPANY,11827.0
STARBUCKS CORPORATION,11849.6
SCHAGRIN ASSOCIATES,11850.0
NORTH SHORE CONSULTANTS,11855.0
THE TIM HUGO GROUP,11910.0
TELECOMMUNICATIONS INDUSTRY ASSOCIATION,11980.0
ADVANTAGE ASSOCIATES INTERNATIONAL,12000.0
"SUSAN J. WHITE & ASSOCIATES, INC.",12000.0
"AKEBIA THERAPEUTICS, INC.",12000.0
"CAMERON KRIER MASSEY, INC. DBA SCOUT GR",12000.0
REGIONAL AIRLINE ASSOCIATION,12000.0
"LIVANOVA USA, INC.",12000.0
LG&E AND KU ENERGY LLC,12019.68
ASSOCIATION OF JESUIT COLLEGES AND UNIVERSITIES,12048.14
"ASSOCIATION FOR CORPORATE GROWTH, INC.",12050.0
THE ERISA INDUSTRY COMMITTEE,12075.79
B+S STRATEGIES,12100.0
THE MOUNT SINAI HOSPITAL,12150.0
C. ANNAND LLC,12150.0
UIL HOLDINGS CORPORATION,12175.0
TOTAL ADMINISTRATIVE SERVICES CORP. (TASC),12200.0
LAW OFFICES OF KEVIN G. CURTIN,12200.0
POLICY ADVOCATES,12250.0
MLJ STRATEGIES,12250.0
"ANDREWS & ANDREWS, PLLC",12254.0
THURGOOD MARSHALL COLLEGE FUND,12332.0
PORT OF PORTLAND,12348.59
HEARTLAND STRATEGIES LLC,12392.0
VIROPHARMA INCORPORATED,12400.0
MR. RICHARD GOODSTEIN,12400.0
PENELOPE FARTHING,12450.0
SUSAN PLATT,12490.0
WASHINGTON PARTNERS,12490.36
WALDEN ASSOCIATES,12500.0
HEALTHCARE ASSOCIATION OF WESTERN AND CENTRAL NEW YORK (FKA WESTERN NEW YORK HEALTHCARE ASSOCIATION),12500.0
"GREENWICH BIOSCIENCES, INC.",12500.0
"GOVERNMENT COUNSEL, LLC",12500.0
"AMERICAN HELLENIC INSTITUTE, FORMERLY KNOWN AS AMERICAN HELLENIC INSTITUTE P.A.C",12500.0
FIRST RULE,12525.0
"OLD NORTH STRATEGIES, LLC",12550.0
MR. MICHAEL J. BRADLEY,12550.0
NATIONAL ENVIRONMENTAL STRATEGIES,12575.7
KEY BRIDGE ADVISORS,12580.0
PBF HOLDING COMPANY LLC,12600.0
PAYNE SHEA & ASSOCIATES,12600.0
NATIONAL PARK FOUNDATION,12608.0
"CAPGOV, LLC",12650.0
NATIONAL BREAST CANCER COALITION FUND,12653.369999999999
MARSHALL MCLEAN LLC,12660.0
"RESTON STRATEGY GROUP, LLC",12750.0
AMERICAN BATTLEFIELD TRUST (FORMERLY CIVIL WAR PRESERVATION TRUST),12800.0
TOM LUCE CONSULTING,12850.0
CLAUSTEN LLC,12900.0
ARTEMIS ESG,12900.0
"MADDOX STRATEGIES, LLC",12900.0
MARK VOGEL,12900.0
"KANNER & ASSOCIATES, LLC",12918.2
INTERNATIONAL AIR TRANSPORT ASSOCIATION,12950.0
"STORY PARTNERS, LLC",12950.0
LOBO STRATEGIES,13000.0
ROYAL CARIBBEAN CRUISES LTD.,13000.0
MR. ROBERT NOEL,13000.0
PAUL SWEET DBA NPS,13000.0
"FAHMY HUDOME INTERNATIONAL, INC",13000.0
QUINELLA GLOBAL LLC,13000.0
LANXESS CORPORATION,13000.0
TIMOTHY LOVAIN,13020.0
MOTORCYCLE RIDERS FOUNDATION,13050.0
ELECTRONIC SIGNATURE AND RECORDS ASSOCIATION,13100.0
ADOBE INC,13100.0
MILLS BLACK LLP,13102.88
"BROWN & WEINRAUB, PLLC",13150.0
DENNIS M. HERTEL & ASSOCIATES,13200.0
SAS INSTITUTE,13210.0
VISION AMERICAS LLC,13224.79
"CONSTANTINE CANNON, LLP",13250.0
"HOLCH & ERICKSON, LLP",13250.0
"PELAEZ PRADA, PLLC",13350.0
"THE STRATEGY GROUP, INC.",13360.0
BROSCH TRADE LLC,13370.0
DANIEL CONSULTING,13400.0
KRAMER LEVIN NAFTALIS & FRANKEL LLP,13400.0
LEE TERRY CONSULTING LLC,13400.0
MERCATOR PARTNERS LLC,13450.0
"WASHINGTON & MADISON, LLC",13450.0
AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,13496.0
DEBBIE WEATHERLY,13500.0
"MYRIAD GENETICS, INC.",13500.0
AMERICAN HEALTH QUALITY ASSOCIATION,13500.0
CINCINNATI FINANCIAL CORPORATION,13500.0
HANSON BRIDGETT LLP,13513.23
SOUTHEAST MILK INC.,13600.0
"LAND CONSERVATION UNLIMITED, LLC",13633.93
"FREEDOM TO WORK ADVOCACY FUND, INC.",13650.0
DANFOSS INC.,13650.0
NATIONAL GROUND WATER ASSOCIATION,13701.51
PUBLIC CITIZEN,13718.01
SPIEGEL & MCDIARMID LLP,13740.11
ELECTRIC DRIVE TRANSPORTATION ASSOCIATION,13750.0
UNCORKED ADVOCATES,13846.0
"KEN CUNNINGHAM GROUP, LLC",13900.0
"ACADEMIC PARTNERSHIPS, LLC",13900.0
J.C. WATTS COMPANIES,13920.0
MR. DAVID STEWART,13925.0
POLICYWORKS,13965.0
PODESTA.COM,14000.0
"MIKE DAVIS, LLC",14000.0
"CAPITOL CONNECTIONS, LLC",14000.0
MS. MARGARET CARVIN,14000.0
"LEGISLATIVE STRATEGIES AND SOLUTIONS, LLC",14000.0
"BOLLINGER SHIPYARDS, LLC",14000.0
PERKINS COIE LLP,14000.0
CAPITOL CHAMBERS STRATEGIES,14050.0
"FERRING PHARMACEUTICALS, INC.",14050.0
CARDINAL WAYPOINT LLC,14065.4
NORMINC,14100.0
AMERESCO,14116.72
"BRENDAN NEAL STRATEGIES, LLC",14150.0
WILLIAM MCCOY,14160.0
CONGRESSIONAL STRATEGIES LLC,14215.0
OSF HEALTHCARE SYSTEM,14350.0
NATIONAL COALITION FOR ASSISTIVE AND REHAB TECHNOLOGY,14350.0
ONCOLOGY NURSING SOCIETY,14358.0
JAMES EDWARDS,14400.0
"SECOND CAPITAL CONSULTING, LLC",14400.0
"JMD ASSOCIATES, INC.",14443.8
AVENUE STRATEGIES,14450.0
POTOMAC POLICY ADVISORS LLC,14500.0
"PRINCE GLOBAL SOLUTIONS, LLC",14500.0
"JACOBS SCHOLZ & ASSOCIATES, LLC",14500.0
VCA - VISION COUNCIL OF AMERICA; THE VISION COUNCIL,14500.0
CENTER ON BUDGET AND POLICY PRIORITIES,14506.3
CHRIS MCCANNELL,14581.0
"ECA STRATEGIES, INC.",14600.0
NEW ENGLAND CLEAN ENERGY COUNCIL,14636.0
LAVENDER CONSULTANTS,14700.0
EXACT SCIENCES,14700.0
CONNECT STRATEGY LLC,14750.0
KYNDRYL INC,14750.0
ANDE,14750.0
10-SQUARE SOLUTIONS,14750.0
"MCAFEE, INC.",14750.0
LUCAS | COMPTON,14750.0
MILLENNIUM: THE TAKEDA ONCOLOGY COMPANY,14800.0
"FRANCIS EDWARD & CRONIN, INC.",14800.0
PARK&K PUBLIC AFFAIRS LLC,14801.18
THE AFFORDABLE HOUSING TAX CREDIT COALITION,14861.46
"VERITAS ADVISORS, LLP",14900.0
DIGITAL MEDIA ASSN,14950.0
SEWARD SQUARE GROUP,15000.0
ROSENTHAL & ASSOCIATES,15000.0
INTERNATIONAL HEALTH RACQUET & SPORTSCLUB ASSOCIATION,15000.0
"TONIO BURGOS & ASSOCIATES, INC.",15000.0
CINCINNATI BELL INC AND ITS SUBSIDIARIES,15000.0
DAVIS WRIGHT TREMAINE LLP,15000.0
"WINGS GLOBAL PARTNERS L,L,C.",15000.0
PICKARD DJINIS AND PISARRI LLP,15100.0
MARSHFIELD CLINIC HEALTH SYSTEM,15110.0
DTB ASSOCIATES LLP,15190.0
MOLLY DYE,15200.0
"MORRISON & FOERSTER, LLP",15200.0
"BEIGENE USA, INC.",15300.0
MR. THOMAS R. JOLLY,15300.0
RES-AMERICAS,15350.0
"TAFT STETTINIUS & HOLLISTER LLP DBA TAFT ADVISORS LLC FKA (TAFT, STETTINIUS & HOLLISTER, LLP)",15358.32
"THE WSJ GROUP CONSULTING, LLC",15400.0
"RECURRENT ENERGY, LLC",15450.0
"BAYARD RIDGE GROUP, LLC",15450.0
"O'KEEFFE STRATEGIES, LLC",15500.0
THOMAS CHAMPION,15500.0
EDGE CREEK PARTNERS,15506.0
"ATOKA INTERNATIONAL, LLC",15537.0
ARONNAX PUBLIC STRATEGIES LLC,15550.0
MILITARY DIPLOMACY STRATEGIES LLC,15557.0
"MOONEY, GREEN, SAINDON, MURPHY & WELCH, P.C.",15557.0
BLOCK INC.,15649.98
MARKUP LLC,15650.0
"OTTO REICH ASSOCIATES, LLC",15680.8
SUNDQUIST GROUP (FORMERLY KNOWN AS SUNDQUIST ANTHONY),15700.0
"TELECOMMUNICATION SYSTEMS, INC.",15700.0
"CAPLIN & DRYSDALE, CHARTERED",15800.0
"AIR-CONDITIONING, HEATING, AND REFRIGERATION INSTITUTE",15816.029999999999
INDIVIOR INC,15850.0
SPO STRATEGIC CONSULTING LLC,15900.0
TG&C GROUP,15917.0
NATIONAL INDUSTRIES FOR THE BLIND,15926.95
YAHOO INC. AND VAR. SUBS/AFFILIATES,15980.02
ROBERT E DICKINSON,16000.0
MR. ANDY WIESSNER,16000.0
ORANO USA LLC (FORMERLY KNOWN AS AREVA NUCLEAR MATERIALS LLC),16000.0
"ORGANOVO, INC.",16000.0
"MCKINLEY STRATEGIES, LLC",16000.0
HORIZON BLUE CROSS BLUE SHIELD OF NEW JERSEY,16000.0
"CANSLER CONSULTING, LLC",16006.0
WASHINGTON POLICY & ANALYSIS,16016.0
BURFORD CAPITAL LLC,16100.0
HIGH STREET STRATEGIES LLC,16150.0
RANDOLPH E. CLOUD & ASSOCIATES,16150.0
"PUBLIC STRATEGIES 360, LLC",16150.0
RSM US LLP (FORMERLY KNOWN AS MCGLADREY LLP),16160.0
APPIAN,16250.0
PANASONIC CORPORATION OF NORTH AMERICA (PNA),16390.0
WHW CONSULTING LLC,16400.0
BRIDGEWAY ADVOCACY,16400.0
MORTGAGE INSURANCE COMPANIES OF AMERICA,16450.0
NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS (NACDL),16500.0
"MEDIMMUNE, LLC.",16561.0
GPC ASSOCIATES LLC,16600.0
"CAPITOL KNOWLEDGE, LLC",16600.0
HOECKER ENERGY LAW & POLICY PLLC,16685.0
"IMPEL STRATEGIES, LLC",16699.07
"HARLEY-DAVIDSON MOTOR COMPANY, INC.",16750.0
CAE USA INC.,16750.0
"DARLING, ROTHSCHILD & SCOTT, LLC",16750.0
SIMON CONSULTING SERVICES,16800.0
"TATE STRATEGIES, INC",16849.0
"AEROVIRONMENT, INC.",16850.0
COMMUNITY ASSOCIATIONS INSTITUTE,16850.0
RULON & WHITE GOVERNANCE STRATEGIES,16872.0
"CARDENAS PARTNERS, LLC",16900.0
"SHOOK, HARDY & BACON, LLP",16921.2
DCM GROUP LLC,16975.0
FAMILY EQUALITY COUNCIL,16988.0
"SHANK PUBLIC POLICY, LLC",17000.0
"SQUIRE SANDERS PUBLIC ADVOCACY, LLC",17000.0
"STRATEGIC PARTNERSHIPS, INC.",17000.0
"VIRGIN ORBIT, LLC AND SUBSIDIARIES",17000.0
GREGORY COHEN,17000.0
"DUNCANCOUNTS, LLC",17000.0
TELECOMMUNICATIONS LAW PROFESSIONALS PLLC,17000.0
"THE LIAISON GROUP, LLC",17011.68
C. TUCKER ANDERSON,17050.0
"FIA ADVISORS, INC (FORMERLY FIDELITY INVESTMENT ADVISORS)",17100.0
"AUX INITIATIVES, LLC",17120.0
OCHSNER CLINIC FOUNDATION,17200.0
"CHAPMAN CAPITOL CONSULTING, INC.",17250.0
HEALTHCARE ASSOCIATION OF NYS,17250.0
"FRANCO GOVERNMENT RELATIONS, INC.",17287.0
WHEAT GOVERNMENT RELATIONS,17300.0
AMERICAN ASSOCIATION FOR RESPIRATORY CARE,17300.0
MR. JOHN NAPIER,17300.0
SCHAERR JAFFE LLP,17338.0
MR. DAVID DISTEFANO,17400.0
LEVICK STRATEGIC COMMUNICATIONS,17431.75
MOONWALKER ASSOCIATES,17450.0
AMERIHEALTH CARITAS,17450.22
ORGANOGENESIS INC.,17477.95
"INNOVATIVE POLICY, PLLC",17500.0
MR. WILLIAM P. BLAIR III,17550.0
"SHEARMAN & STERLING, LLP",17604.86
ADVANCED STRATEGIES,17650.0
"TRAVELPORT OPERATIONS, INC.",17700.0
ALERE INC.,17700.0
COHEN & GRESSER LLP,17750.0
JOAN P. MILAS,17850.0
MAGER & ASSOCIATES LLC,17950.0
"EFFECTIVE COMMUNICATION STRATEGIES, LLC",18000.0
LAW OFFICES OF GEORGE R. SALEM PLLC,18000.0
MR. EDMUND GRABER,18000.0
CANOPY GROWTH USA LLC,18000.0
NATIONAL ENERGY & FUELS INSTITUTE,18000.0
CAPITOL CONSULTANTS LLC,18000.0
"GRAU & ASSOCIATES, LLC",18050.0
"PARAMOUNT STRATEGIES, LLC",18050.0
NATIONAL HYDROPOWER ASSOCIATION,18062.0
"ADVOCATE AURORA HEALTH, INC.",18100.0
ACADEMY OF NUTRITION AND DIETETICS (FORMERLY AS AMERICAN DIETETIC ASSOCIATION),18125.0
COLLINS CONSULTING,18200.0
"LEE CONSULTING, KENNETH G.",18250.0
MR. BARON HILL,18250.0
THE NARDELLI GROUP,18350.0
"PLAYMAKER STRATEGIES, LLC",18350.0
"STRIPE, INC.",18400.0
THE MACON EDWARDS COMPANY,18450.0
"ALLIANCE OF COMMUNITY HEALTH PLANS, INC.",18466.0
ANDREW COCHRAN,18500.0
HORIZON LINES INC.,18500.0
ED FLYNN CONSULTING,18500.0
WESTERN ALLIANCE BANCORPORATION,18500.0
NETCHOICE,18500.0
PUBLIC KNOWLEDGE,18505.23
"POBLETE TAMARGO, LLP",18528.27
"HWG LLP (F/K/A HARRIS, WILTSHIRE & GRANNIS LLP)",18550.0
GREATER CLEVELAND PARTNERSHIP,18550.0
GOTHAM GOVERNMENT RELATIONS,18550.0
NATIONAL TRUST FOR HISTORIC PRESERVATION,18615.0
PIKE ASSOCIATES LLC,18630.0
THE TEXAS A&M UNIVERSITY SYSTEM,18650.0
"SAFESPILL SYSTEMS, LLC",18725.0
GPA MIDSTREAM ASSOCIATION,18750.0
HEALTHSPERIEN,18750.0
FREEMYER & ASSOCIATES P.C.,18750.0
GOLDHABER POLICY SERVICES LLC,18750.0
GILLILAND & MCKINNEY INTERNATIONAL COUNSELLORS,18898.0
"COASPIRE, LLC",19000.0
"THE BAGLEY GROUP, LLC",19000.0
JD LISS ASSOCIATES FORMERLY KNOWN AS JONATHAN DAVID LISS,19000.0
"VRIDE, INC.",19000.0
SB HEALTH POLICY CONSULTING LLC,19010.0
XENOPHON STRATEGIES,19057.58
"BROWN WINICK GRAVES GROSS, AND BASKERVILLE PLC",19100.0
MR. WILLIAM GRIFFIN,19150.0
"EVERGREEN ASSOCIATES, LTD.",19200.0
"DOUCET CONSULTING SOLUTIONS, LLC",19250.0
"SEDERHOLM PUBLIC AFFAIRS, INC.",19350.0
"JACOBSON, MAGNUSON, ANDERSON & HALLORAN P.C.",19360.0
INDIANA UNIVERSITY,19373.11
"INDIANA UNIVERSITY HEALTH, INC.",19550.0
RANDOLPH DELAY,19600.0
INTELLECTUAL PROPERTY OWNERS ASSOCIATION,19700.0
